Country,Year,Country_Code,Continent,Region,Population,GDP_Per_Capita,Per_Capita_Sugar_Consumption,Total_Sugar_Consumption,Sugar_From_Sugarcane,Sugar_From_Beet,Sugar_From_HFCS,Processed_Food_Consumption,Avg_Daily_Sugar_Intake,Diabetes_Prevalence,Obesity_Rate,Sugar_Imports,Sugar_Exports,Avg_Retail_Price_Per_Kg,Gov_Tax,Gov_Subsidies,Education_Campaign,Urbanization_Rate,Climate_Conditions,Sugarcane_Production_Yield
Germany,1991,DEU,Europe,Western Europe,152757223.4,19373.79,31.58,4823987.59,87.5,25.23,2.02,94.6,86.53,4.6,24.27,231778.37,7673291.97,1.77,0,1,1,21.34,2,42.75
South Africa,2023,ZAF,Africa,Sub-Saharan Africa,297983471.3,7875.31,40.86,12174275.88,52.13,6.96,8.95,44.82,111.94,4.71,13.88,339889.29,6276936.47,0.91,0,1,0,59.71,5,95.8
India,1990,IND,Asia,South Asia,287187239.5,20030.49,53.91,15481847.84,62.7,13.21,49.15,215.65,147.71,4.94,19.42,6442575.66,1199000.4,0.85,0,0,0,37.39,3,33.85
Germany,1992,DEU,Europe,Western Europe,212487804.5,15564.8,40.54,8614826.87,79.61,9.86,55.57,93.11,111.09,15.76,13.34,6337066.43,3191746.29,3.54,1,1,1,16.24,3,88.14
Germany,2001,DEU,Europe,Western Europe,49282378.55,20802.72,9.02,444290.23,62.61,27.55,4.5,192.27,24.7,12.76,18.06,8269449.22,8769194.08,4.77,0,0,1,63.18,2,51.65
Brazil,1985,BRA,South America,South America,108628065.1,9029.39,52.36,5687663.15,50.68,13.91,54.52,162,143.46,4.33,35.27,3036646.11,9321771.32,3.76,1,0,1,61.63,1,51.74
Mexico,1977,MEX,North America,Central America,265043379,30680.7,56.11,14872168.74,82.28,31.6,56.62,297.87,153.75,7.24,29.31,4836679.52,1351340.31,3.82,0,0,0,12.65,5,32.77
Japan,1971,JPN,Asia,East Asia,127646208.9,2704.3,35.02,4470560.23,56.59,31.64,45.26,284.43,95.96,6.98,16.72,8546240.21,9743945.77,1.4,1,0,0,88.5,3,41.22
South Africa,1962,ZAF,Africa,Sub-Saharan Africa,286654927.2,19699.92,33.54,9614079.88,62.83,32.45,45.67,124.31,91.9,6.87,34.91,7555513.51,6271705.93,1.91,0,1,0,15.55,5,87.07
Japan,1964,JPN,Asia,East Asia,147002233.2,44796.84,21.38,3142196.46,86.42,9.64,0.09,242.63,58.57,2.56,6.8,4249652.15,7994201.88,4.1,0,0,0,24.64,4,95.06
Indonesia,1973,IDN,Asia,Southeast Asia,258668971.1,21273.68,46.87,12123964.51,58.35,23.41,13.36,127.98,128.43,8.7,29.68,8519594.08,8278533.65,2.75,0,0,1,66.52,4,48.59
France,2018,FRA,Europe,Western Europe,11578290.96,22333.46,62.33,721666.23,85.79,28.77,12.88,88.23,170.78,14.58,26.93,4824117.26,1453132.31,0.61,0,0,0,71.08,1,40.26
Indonesia,2006,IDN,Asia,Southeast Asia,130814944.7,3866.43,47.64,6231758.17,66.9,16.3,34.89,14.23,130.53,4.51,18.11,5304663.3,6206812.46,1.68,0,0,0,35.7,5,43.45
South Africa,1971,ZAF,Africa,Sub-Saharan Africa,210378293.4,30465.53,55.14,11599442.36,86.73,14.1,39.42,218.45,151.07,4.1,19.44,5859650.94,1384520.32,4.46,1,1,0,60.56,3,94.85
Australia,1963,AUS,Oceania,Australia & New Zealand,259205795.2,46851.94,59.43,15405797.14,85.07,30.13,54.1,91.27,162.85,11.79,18.27,3726434.87,4373891.53,4.18,1,1,1,36.71,2,81.82
India,2015,IND,Asia,South Asia,183280235,14934.71,19.7,3610505.63,66.61,17.3,29.28,149.43,53.98,12.5,27.44,2870541.26,3564037.95,1.34,0,1,0,36.39,4,58.99
India,1975,IND,Asia,South Asia,52805345.76,19965.96,31.14,1644188.52,86.87,13.71,30.06,57.96,85.31,5.88,13.33,6788788.38,8464683.24,1.61,0,0,1,84.26,4,65.64
USA,1970,USA,North America,Northern America,265852455.4,29613.83,33.34,8862823,75.31,24.7,3.26,28.89,91.34,14.56,39.81,1571483.95,1483668.66,4.75,0,0,0,67.2,1,75
Indonesia,1995,IDN,Asia,Southeast Asia,172869135.6,5113.95,41.33,7144426.17,69.02,26.71,59.85,226.76,113.24,11.82,5.1,5007387.96,8513797.23,2.31,0,0,0,51.39,3,68.31
Germany,2016,DEU,Europe,Western Europe,139690186.4,23646.04,43.25,6041106.92,52.53,6.43,4.32,83.95,118.5,13.39,13.03,3805888.53,609171.64,2.75,0,1,1,34.64,3,89.79
China,2007,CHN,Asia,East Asia,209984074.7,6197.27,10.75,2258146.99,82.3,11.11,33.46,85.17,29.47,6.46,17.41,4615414.6,6643763.58,2.62,0,1,0,83.18,1,77.13
Australia,1961,AUS,Oceania,Australia & New Zealand,135853708.1,17093.75,57.43,7801676.73,61.7,32.2,20.87,40.24,157.35,6.83,35.21,2033384.41,9954426.3,4.88,0,0,1,54.27,1,97.72
Australia,1972,AUS,Oceania,Australia & New Zealand,261366242.1,19004.63,67.6,17667424.68,60.81,23.62,25.7,19.22,185.21,6.96,17.5,4895766.24,8890665.41,3.4,0,1,0,53.64,3,62.7
France,1967,FRA,Europe,Western Europe,127684600.1,17596.19,23.83,3043277.58,78.62,33.21,39.1,63.98,65.31,4.94,12.49,7349799.48,9241284.11,2.55,0,0,0,38.42,1,97.15
Indonesia,1980,IDN,Asia,Southeast Asia,64139960.36,17603.28,58.51,3752648.88,70.57,21.08,29.73,294.46,160.31,8.44,16.2,8529713.85,2046212.11,3.26,0,0,0,50.55,1,61.22
Russia,1985,RUS,Europe,Eastern Europe,154293218.7,16530.77,25.45,3927149.75,66.86,18.21,16.38,159.27,69.74,13.95,22.78,4342082.64,8655347.96,2.9,0,0,0,85.33,5,86.41
Australia,1997,AUS,Oceania,Australia & New Zealand,67634335.67,16443.38,15.26,1031798.99,70.19,29.19,4.94,243.6,41.8,13.84,36.5,7452073.65,312519.44,3.51,0,0,1,63.58,4,54.58
France,1974,FRA,Europe,Western Europe,84690860.13,15764.89,50.39,4267869.32,85.4,18.75,22.7,208.37,138.08,3.68,34.75,4071836.54,3724993.48,4.59,0,0,1,74.31,1,73.15
Brazil,1999,BRA,South America,South America,14215580.97,1192.91,42.05,597714.78,74.41,11.56,53.2,268.4,115.21,15.56,15.54,8114509.87,6993631.54,0.52,0,0,0,81.47,5,35.89
South Africa,1989,ZAF,Africa,Sub-Saharan Africa,49829582.88,18593.99,66.39,3308105.87,59.35,5.08,56.7,188.96,181.9,6.27,6.04,299354.05,3836214.64,3.02,0,0,1,33.05,5,34.09
Indonesia,1961,IDN,Asia,Southeast Asia,127883827,14272.74,67.08,8578824.34,53.66,8.2,5.3,213.36,183.81,8.51,17.67,2607752.69,6224253.94,4.07,0,0,1,34.57,4,97.15
France,1975,FRA,Europe,Western Europe,40187089.11,45496.35,61,2451441.09,71.42,8.77,41.06,39.07,167.14,5.09,29.75,115966.37,3335715.97,0.9,1,1,0,62.74,3,55.07
Russia,1972,RUS,Europe,Eastern Europe,40882040.4,24156.36,24.05,983062.04,68.72,24.93,49.21,113.61,65.89,14.86,14.66,7929041.02,3170720.16,0.92,0,0,1,52.09,4,88.19
India,1960,IND,Asia,South Asia,290411616.7,12111.48,19.65,5706235.56,87.3,31.57,38.82,18.98,53.84,3.64,14.68,1346151.93,3591476.72,0.93,0,0,0,41.67,3,53.79
Japan,2002,JPN,Asia,East Asia,128702111.6,49088.38,59.32,7635014.05,59.23,20.99,19.72,58.21,162.55,13.86,8.25,4092132.2,7886883.3,4.74,0,0,1,26.19,4,77.52
USA,1987,USA,North America,Northern America,121716077.2,12713.84,47.34,5761851.4,85.26,19.5,17.07,96.31,129.71,14.28,12.28,6107370.24,2050581.88,4.31,0,0,1,33.36,1,48.11
Brazil,1960,BRA,South America,South America,81052960.8,38269.7,30.75,2492232,80.66,9.62,27.74,286.45,84.25,14.71,30.65,9702795.82,4373247.74,0.99,0,0,0,32.15,2,45.32
India,1999,IND,Asia,South Asia,154221700.6,32652.76,31.63,4878675.64,69.06,36.54,15.54,21.76,86.68,8.71,22.77,9998128.76,3039245.85,3.43,0,0,0,15.4,2,49.02
Russia,1993,RUS,Europe,Eastern Europe,179223405.6,23380.29,60.47,10837028.52,84.95,30.73,53.74,141,165.68,10.7,7.35,8699716.74,827834.03,3.12,0,0,1,14.96,4,92.45
China,1972,CHN,Asia,East Asia,126037471.1,20588.84,15.61,1967580.05,84.48,19.59,2.94,233.72,42.77,8.97,39.91,5376163.81,7270588.53,1.1,0,1,1,52.36,5,90.9
India,2020,IND,Asia,South Asia,118748746.4,43682.93,66.36,7879961.57,78.58,8.4,6.76,157.07,181.82,10.53,24.86,1324724.02,8824222.79,2.87,0,0,0,68.26,2,57.82
Germany,2012,DEU,Europe,Western Europe,210427578.4,24016.58,46.16,9713125.35,54.06,34.61,36.39,180.02,126.48,6.21,10.44,3611054.52,2456188.13,0.68,0,0,0,27.68,4,70.19
Germany,1961,DEU,Europe,Western Europe,284983233.6,19080.18,56.44,16083955.74,56.41,10.94,39.5,280.71,154.64,10.8,6.7,8653124.22,3748518.36,0.53,0,0,0,73.41,1,90.63
Germany,2018,DEU,Europe,Western Europe,263468799.2,18035.39,29.11,7668608.77,73.66,28.57,44.16,198.86,79.75,6.05,24.52,9569778.09,8845544.46,1.8,0,1,1,89.57,3,34.83
Japan,1963,JPN,Asia,East Asia,36467459.8,14155.47,43.15,1573507.56,59.82,16.89,16.54,229.68,118.23,10.59,13.85,6573665.18,8859444.92,4.64,0,0,0,73.81,2,33.3
Russia,1984,RUS,Europe,Eastern Europe,196040292.4,20743.81,53.75,10537044.59,72.05,35.08,17.67,21.45,147.27,13.95,13.78,8059070.71,7156353.2,3.02,0,0,0,39.62,1,77.75
Russia,1972,RUS,Europe,Eastern Europe,190294441.4,3723.59,36.72,6986824.49,73.48,12.96,14.07,132.4,100.6,14.07,21.25,9627347.11,1547174.04,0.66,0,0,1,46.05,5,71.55
USA,1995,USA,North America,Northern America,139841723.1,27302.64,42.84,5990146.62,72.79,5.44,22.63,15.75,117.37,8.78,17.59,8087870.74,5963921.24,1.04,0,0,0,34.28,4,39.41
France,2020,FRA,Europe,Western Europe,176819656.7,9082.92,61.11,10804940.67,58.41,17.79,29.92,287.43,167.43,6.74,19,4767899.79,3194057.54,1.19,0,0,1,63.27,1,95.6
Indonesia,2017,IDN,Asia,Southeast Asia,223053959,5786.56,61.33,13680806.2,70.74,29.79,58,184.97,168.06,16.39,20.69,2446411.47,8283791.9,1.51,0,0,1,13.31,4,53.1
Germany,1980,DEU,Europe,Western Europe,219107883,7591.73,23.29,5103493.4,69.81,12.56,34.78,267.78,63.82,10.53,26.99,1559164.96,4163815.02,1.21,0,0,0,78.67,4,64.76
Japan,1985,JPN,Asia,East Asia,14299230.43,16104.6,62.19,889247.19,61.01,14.15,19.72,66.43,170.4,16.08,30.02,3531022.07,5089092.12,3.99,0,1,1,60.74,4,85.43
South Africa,1974,ZAF,Africa,Sub-Saharan Africa,221211821.5,22848.49,53.44,11821042.66,52.05,20.23,10.91,185.12,146.42,13.27,18.01,6730840.43,4161544.76,2.32,0,0,0,83.27,5,76.35
USA,1988,USA,North America,Northern America,249114978.2,10070.83,36.41,9069639,58.22,6.5,13.19,140.34,99.76,14.23,23.22,5938987.35,7036898.01,3.53,0,0,1,60.36,5,80.19
Mexico,1985,MEX,North America,Central America,21383614.71,37903.44,27.6,590287.45,72.03,31.89,0.96,20.61,75.64,6,22.58,7520941.69,2151103.99,1.88,0,1,1,71.53,5,63.81
Mexico,1980,MEX,North America,Central America,97561033.6,10069.56,30.96,3020453.49,71.42,7.76,26.53,191.95,84.83,11.09,35.77,8945144.33,6585736.22,2.53,0,0,0,62.7,2,36.39
USA,1971,USA,North America,Northern America,237827159,6644.26,39.74,9450592.4,55.35,30.8,57.6,177.12,108.88,7.52,19.61,506093.2,5173129.81,3.24,1,1,0,58.81,1,33.4
Germany,1971,DEU,Europe,Western Europe,148438937.9,49730.47,31.81,4722413.46,74.24,14.38,46.64,23.01,87.17,13.36,21.12,2493676.28,7634756.58,0.81,1,0,1,75.22,3,61.32
China,1964,CHN,Asia,East Asia,208772429.6,22661.72,32.32,6746583.58,66.91,21.1,18.04,70.28,88.54,15.43,25.15,7804918.09,5216146.72,1.64,0,0,0,34.06,4,83.79
Indonesia,2020,IDN,Asia,Southeast Asia,151192426.5,8915.35,18.2,2752158.66,76.15,19.36,47.93,93.96,49.88,5.19,28.28,9230669.63,3663995.58,4.83,1,1,1,10.59,1,94.2
South Africa,2001,ZAF,Africa,Sub-Saharan Africa,293488512.5,44780.57,51.01,14970197.58,85.52,13.86,55.91,66.5,139.76,12.75,5.03,9362609.15,1148062.23,4.35,1,0,0,46.19,1,81.57
Australia,1985,AUS,Oceania,Australia & New Zealand,280921728.8,11939.04,44.62,12535697.35,62.34,13.95,40.36,198.56,122.27,12.71,27.81,1848585.48,5150434.69,4.68,0,0,1,53.24,2,33.75
Japan,1961,JPN,Asia,East Asia,116379561.7,6388.56,14.18,1650363.82,77.07,15.69,8.15,116.49,38.86,4.19,39.16,9314962.07,8989768.92,3.04,0,1,0,11.14,5,62.05
Mexico,1967,MEX,North America,Central America,129972453.4,42169.83,12.39,1610747.66,87.97,11.41,4.78,135.45,33.96,6.43,17.53,664247.34,2485973.4,1.75,0,1,0,56.08,1,46.9
China,1986,CHN,Asia,East Asia,32157095.55,9621.22,38.54,1239192.95,69.44,13.77,13.14,290.2,105.59,5.07,21.86,6620841.49,7984364.02,4.3,0,0,0,49.63,4,43.11
China,1996,CHN,Asia,East Asia,121818409.1,46947.71,14.88,1812584.79,56.77,29.33,39.8,42.45,40.77,13.83,7.39,3987932.69,4648587.42,3.19,0,1,0,60.98,5,77.14
Russia,2013,RUS,Europe,Eastern Europe,232679498.5,28925.06,44.69,10398534,87.4,15.81,9.28,64.29,122.45,13.78,35.53,2785945.95,129051.28,1.35,1,1,1,89.6,5,98.32
Mexico,1983,MEX,North America,Central America,265953692.4,42318.59,36.39,9679358.67,68.43,19.51,26.2,293.53,99.72,12.7,15.73,3589281.75,9166882.96,3.66,0,0,1,12.4,4,99.06
Brazil,1972,BRA,South America,South America,5353141.051,19833.51,44.74,239474.07,71.59,9.11,37.71,224.33,122.57,8.23,26.73,3625886.15,3089022.35,4.68,0,1,0,88.23,3,47.14
Japan,1988,JPN,Asia,East Asia,236853005.6,36774.26,34.77,8236006.97,60.1,18.95,3.12,247.92,95.28,14.59,5.27,8153557.65,5871438.37,1.94,0,1,0,66.8,3,40.14
USA,1972,USA,North America,Northern America,151285677.7,32350.32,25.8,3903025.98,81.39,35.18,58.81,222.51,70.69,13.13,39.68,5316902.13,5804755.85,2.45,0,0,0,30.29,2,89.27
France,2017,FRA,Europe,Western Europe,62641584.3,35857.58,55.85,3498566.65,75.64,18.05,41.4,32.68,153.03,15.06,22.76,9415170.56,6597020.6,3.8,0,1,1,88.32,5,84.24
France,2022,FRA,Europe,Western Europe,150124761.7,17513.89,60.55,9090470.41,88.19,22.99,43.3,95.11,165.91,9.88,34.21,6394585.25,9505284.16,3.16,0,0,0,17.74,4,86.46
China,1982,CHN,Asia,East Asia,253433879.5,46971.86,23.07,5847540.53,58.16,32.62,0.97,166.59,63.22,6.22,36.75,4083089.11,7396448.36,3.28,0,0,0,35.27,1,99.84
Germany,2006,DEU,Europe,Western Europe,130840561,28210.75,57.87,7571820.82,74.77,23.06,4.77,27.94,158.57,11.76,5.01,5324872.78,5610855.95,1.69,0,0,1,42.28,3,79.45
Indonesia,1974,IDN,Asia,Southeast Asia,297147863.1,4339.25,30.46,9049998.1,70.67,6.66,41.27,125.63,83.45,11.57,19.99,9394162.63,9130724.24,0.98,0,0,0,45.34,3,50.22
South Africa,1983,ZAF,Africa,Sub-Saharan Africa,185388272.2,3803.33,36.7,6802922.11,85.79,12.52,6.58,70.93,100.55,12.03,36.14,8344254.48,7744946.42,2.62,0,0,1,42.31,1,81.14
Indonesia,2017,IDN,Asia,Southeast Asia,147439337.1,37042.37,20.06,2958183.01,51.21,36.3,53.72,199.05,54.97,7.5,29.24,9243881.74,2542474.42,2.99,0,0,1,39.96,2,99.17
Australia,2002,AUS,Oceania,Australia & New Zealand,89171909.03,42573.73,45.67,4072663.48,80.43,33.08,37.29,38.55,125.14,9.75,30.87,7077310.23,2358254.04,3.97,1,1,1,33.72,1,90.64
Germany,1982,DEU,Europe,Western Europe,4304267.729,34916.34,11.56,49758.35,74.92,31.62,4.26,238.08,31.68,3.72,24.3,6326132.24,8498852.84,0.86,1,0,1,62.24,1,42.7
Japan,1997,JPN,Asia,East Asia,173671168.4,11682.25,69.33,12040913.06,85.01,17.36,48.16,118.17,189.97,9.63,8.61,3530797.89,1823297.22,1.52,0,0,0,70.27,1,65.49
Australia,1964,AUS,Oceania,Australia & New Zealand,155527492.2,28489.11,53.98,8394644.6,73.59,29.3,48.05,50.6,147.89,5.71,35.46,579679.23,7013052.51,2.95,0,0,0,26.3,3,69.46
Germany,1964,DEU,Europe,Western Europe,161773631.7,10240.59,63.18,10220462.53,78.64,28.22,24.07,204.76,173.11,9.86,28.72,5757114,1835265.04,2.36,1,1,1,12.25,2,95.35
USA,1990,USA,North America,Northern America,253213189,19265.44,35.17,8906194.09,75.83,27.5,27.6,253.26,96.37,7.34,24.17,6395556.33,8575398.07,3.68,0,0,0,49.39,3,63.35
USA,1999,USA,North America,Northern America,95744107.47,31620.22,14.24,1363094.22,52.78,22.63,44.17,255.94,39.01,10.84,28.41,7507487.22,1981530.96,4.37,0,1,0,71.78,1,66.9
Australia,1960,AUS,Oceania,Australia & New Zealand,165525929.3,14603.11,23.75,3931244.64,54.51,14.08,52.45,47.47,65.08,13.04,32.44,8560418.32,2721564.4,3.3,0,1,0,81.66,4,81.78
Brazil,2008,BRA,South America,South America,63735859.15,18345.64,37.62,2397597.27,77.03,22.92,35.77,103.03,103.07,13.7,12.72,1771196.25,6060325.58,3.46,0,0,0,47.43,1,60.63
Brazil,1988,BRA,South America,South America,277521005.1,23295.91,47.23,13106858.24,51.06,12.56,43.49,79.89,129.41,5.35,13.57,1173460.46,5577429.26,3.15,0,0,0,13.63,5,76.96
Brazil,2017,BRA,South America,South America,221399634.9,33880.81,32.59,7215727.36,80.9,13.05,39.14,117.5,89.3,11.01,17.13,5427859.3,4682172.52,2.93,0,1,0,25.2,4,86.65
Germany,1966,DEU,Europe,Western Europe,16935324.65,39226.28,41.61,704650.38,58.12,32.71,34.63,133.68,114.01,8.54,24.81,2674038.67,721472.42,2.76,0,1,0,69.41,5,42.07
Indonesia,1988,IDN,Asia,Southeast Asia,259666902.7,33421.58,25.85,6711258.88,72.38,16.19,55.18,179.77,70.82,7.49,36.89,1968542.84,5884935.22,1.27,0,1,0,34.65,1,69.44
Germany,2016,DEU,Europe,Western Europe,279031173.5,1795.31,10.58,2952366.37,58.05,39.08,38.87,169.44,28.99,5.21,13.9,5565773.44,7574001.72,2.72,0,0,0,51.71,4,48.73
Brazil,2014,BRA,South America,South America,238307344.4,44893.56,33.08,7883191.35,57.04,20.27,22.92,58.7,90.64,5.91,24.37,6013030.5,4678514.41,4,1,1,0,36.06,4,32.89
Indonesia,1968,IDN,Asia,Southeast Asia,128441155.9,29268.84,40.61,5215591.61,63.37,26.31,58.46,90.97,111.26,8.89,39.19,1402916.92,2867300.68,2.96,0,0,1,26.58,1,83.43
Indonesia,1995,IDN,Asia,Southeast Asia,298318693,46052.2,68.87,20545584.73,86.86,22.64,56.98,225.15,188.71,14.48,28.7,5239606.81,1359117.34,2.42,0,1,0,77.7,1,87.75
India,1966,IND,Asia,South Asia,38206333.92,48211.68,27.57,1053454.51,59.51,22.26,46.83,72.11,75.55,9.8,20.01,939442.07,3273012.19,4.73,0,0,0,59.58,5,78.7
Brazil,1987,BRA,South America,South America,161445146.6,23658.42,49.06,7919696.14,51.94,36.15,1.97,211.03,134.41,10.57,7.6,7879089.43,9219745.42,0.59,1,0,0,43.95,1,74.83
South Africa,1969,ZAF,Africa,Sub-Saharan Africa,51946850.42,45860.1,58.47,3037362.92,85.29,8.26,43.72,229.58,160.21,12.61,16.33,5868879.89,3686585.98,1.07,0,1,1,78.63,1,83.95
Germany,1975,DEU,Europe,Western Europe,132365292.1,18586.59,26.8,3547442.42,67.56,17.1,1.8,228.47,73.43,6.4,16.25,5968922.05,7352336.97,4.53,0,0,0,16.7,1,75.46
Indonesia,1969,IDN,Asia,Southeast Asia,278299867.7,13388.72,65.45,18213482.49,74.84,15.01,4.42,224.75,179.32,8.45,28.58,7168420.51,2962649.69,1.04,1,1,1,24.88,5,53.28
India,1998,IND,Asia,South Asia,238484077.4,4144.7,27.02,6444801.74,85.43,16.41,21.15,85.26,74.05,13.65,10.99,2153917.11,1216610.27,3,0,0,0,14.05,1,70.76
Japan,2017,JPN,Asia,East Asia,234842500.5,22865.61,68.04,15978044.99,80.23,36.94,18.97,132.24,186.42,4.24,22.27,1871466.53,8774777.32,4.64,0,0,0,33.82,3,82.07
China,1985,CHN,Asia,East Asia,106802286.5,34590.02,5.14,548985.08,81.86,7.45,33.83,146,14.08,8.79,18.98,3127357.76,2089994.32,3.58,0,1,0,73.59,1,96.42
France,1993,FRA,Europe,Western Europe,111110018.3,26304.81,56.35,6260516.88,77.49,30.82,11.95,105.44,154.39,10.47,36.1,8247049.72,3838193.3,0.87,1,0,0,33.91,2,47.66
Indonesia,1999,IDN,Asia,Southeast Asia,12952057.28,36856.5,23.2,300538.59,88.55,13.36,40,282.07,63.58,12.43,26.74,9900108.42,8520520.95,1.42,0,0,1,79.67,4,96.71
China,1973,CHN,Asia,East Asia,191702577.5,44859.28,12.61,2417037.43,85.59,34.16,26.6,263.31,34.55,8.16,28.57,8216168.59,960424.25,3.67,0,0,1,37.75,5,90.32
South Africa,1977,ZAF,Africa,Sub-Saharan Africa,109431637.3,27387.67,6.58,720492.28,74.5,16.55,3.18,231.86,18.04,13.12,18.83,4926191.31,1612085.88,3.61,0,0,1,26.11,1,55.22
Russia,1960,RUS,Europe,Eastern Europe,46963741.58,8754.88,9.84,461956.54,53.41,8.96,26.54,209.34,26.95,6.63,34.32,5759644.28,7172321.67,3.13,0,0,0,76.49,2,37.4
China,1976,CHN,Asia,East Asia,280462760.6,42486.32,40.3,11301867.54,89.19,23.17,45.52,153.82,110.41,7.34,37.42,2832084.63,3475790.95,2.85,0,1,0,74.32,4,82.01
Japan,2008,JPN,Asia,East Asia,191534620.7,28921.6,59.55,11405097.77,59.02,22.9,4,44.36,163.16,15.9,5.87,2229851.06,5667015.59,1.8,0,0,0,53.97,1,66.21
Germany,1981,DEU,Europe,Western Europe,282218377.2,38046.31,9.1,2569176.76,64.43,6.37,54.95,151.04,24.94,6.43,20.74,1421959.02,3715889.04,3.39,0,0,1,32.48,4,43.95
Australia,1996,AUS,Oceania,Australia & New Zealand,175310626,33094.66,12.36,2166265.12,55.61,30.13,28.59,16.96,33.86,4.78,28.5,5180281.03,9748074,4.76,1,1,1,45,5,51.25
Germany,1975,DEU,Europe,Western Europe,20095234.23,3521.36,5.33,107141.66,56.66,9.96,30.72,151.83,14.61,9.3,34.29,1765185.2,8608000.29,3.45,0,0,0,34.04,4,64.6
South Africa,1966,ZAF,Africa,Sub-Saharan Africa,9952213.599,8871.19,23.35,232364.59,81.83,12.47,17.97,193.12,63.97,14.92,32.58,537250.06,7724658.7,4.47,0,0,1,17.31,4,97.48
Russia,1974,RUS,Europe,Eastern Europe,270267869.1,14669.36,64.88,17535253.69,55.13,24.69,38.82,126.69,177.77,13.62,39.32,1800418.95,6689155.12,3.72,0,0,0,12.74,2,59.15
China,2010,CHN,Asia,East Asia,12579653.13,14593.04,22.96,288812.73,57.58,36.18,1.29,46.44,62.91,8.2,31.54,3856646.64,5027686.12,3.88,0,0,0,25.98,2,65.13
Brazil,1980,BRA,South America,South America,184937563.4,42040.29,33.65,6223692.55,56.86,5.72,44.31,211.88,92.21,9.35,9.38,2262660.02,4062961.05,1.09,0,0,0,63.74,3,52.52
Indonesia,1961,IDN,Asia,Southeast Asia,90094766.43,30112.85,16.63,1498476.94,64.81,33.8,5.95,254.2,45.57,15.35,10.58,2204135.57,59918.46,0.94,0,1,0,26.75,4,35.23
USA,2018,USA,North America,Northern America,206609783.6,4627.08,12.56,2594707.91,77.79,31.4,26.68,196.03,34.41,11.63,38.33,2469405.35,6825375.24,1.93,0,1,0,79.7,2,94.4
India,2007,IND,Asia,South Asia,86132006.19,19666.33,16.86,1451810.01,75.75,10.66,8.83,178.1,46.18,3.7,5.85,8848659.19,5640616.58,2.19,0,0,0,62.76,2,96.41
France,1984,FRA,Europe,Western Europe,12129428.96,28038.37,18.68,226555.1,78.99,18.06,10.17,132.81,51.18,10.36,18.2,827429.71,979754.44,3.37,0,0,1,20.93,1,96.68
South Africa,1979,ZAF,Africa,Sub-Saharan Africa,93959886.45,2471.78,56.45,5304124.45,50.12,10.12,3.92,101.08,154.68,5.81,14.08,3948389.45,5292130.64,1.93,0,0,1,57.29,5,66.33
Australia,2009,AUS,Oceania,Australia & New Zealand,165688879.3,19323.06,36.02,5968273.57,77.38,8.9,8.99,178.1,98.7,12.89,30.55,2806396.25,3371722.33,4.97,0,0,1,75.77,4,81.84
China,1969,CHN,Asia,East Asia,232385880.2,23328.85,40.09,9315190.98,77.38,30.73,32.62,106.69,109.83,8.32,34.15,3807597.57,2290703.07,3.17,0,0,0,37.66,1,84.07
Brazil,2015,BRA,South America,South America,211144167.2,45285.86,29.35,6197564.28,52.48,21.48,41.76,189.06,80.43,4.54,38.47,6290697.41,6383713.81,0.79,0,0,0,73.84,5,67.29
Germany,2011,DEU,Europe,Western Europe,105222760.5,45464.13,18.7,1967485.13,67.08,14.94,21.57,145.34,51.23,13.33,38.85,1397168.45,1943518.47,0.59,0,0,0,58.68,3,72.47
Germany,1980,DEU,Europe,Western Europe,224600171.1,25269.92,11.1,2493872.3,53.15,11.02,51.95,76.39,30.42,10.57,18.71,3600248.91,5090761.05,3.81,0,0,1,81.96,1,36.15
Russia,1963,RUS,Europe,Eastern Europe,277778621.1,23838.98,9.94,2759778.02,57.63,30.28,9.65,88.51,27.22,2.39,38.1,1381827.93,7363245.34,2.58,0,1,0,79.42,3,35.98
South Africa,1989,ZAF,Africa,Sub-Saharan Africa,183382403.2,32204.85,17.03,3123778.34,69.59,20.38,33.64,220.94,46.67,13.19,21.99,7303486.3,7919674.27,4.53,0,0,1,69.02,5,73.5
Australia,1993,AUS,Oceania,Australia & New Zealand,211348312.1,13277.14,60.26,12736156.29,50.48,13.38,5.36,59.08,165.12,10.35,34.16,8624079.2,4215693.04,3.85,0,0,0,14.4,5,38.64
India,1989,IND,Asia,South Asia,259906533.8,14642.85,19.08,4957830.8,53.8,38.02,10.05,94.19,52.27,10.55,32.57,5549521.08,4018762.86,4.07,0,1,0,31.25,4,77.45
Russia,1973,RUS,Europe,Eastern Europe,253248544.3,626.61,28.06,7106983.15,53.4,24.64,54.53,219.8,76.89,9.97,12.86,593103.07,5297731.19,1.47,0,0,0,46.88,5,92.65
Mexico,1981,MEX,North America,Central America,106128796.9,4371.49,42.23,4481697.77,54.98,17.36,59.57,18.01,115.71,8.05,24.97,4446390.66,3343410.01,2.06,0,0,0,29.73,3,90.16
Germany,2019,DEU,Europe,Western Europe,9541234.014,32208.35,48.28,460634.95,74.48,22.37,48.03,124.41,132.28,12.46,23.43,7985838.14,6599017.8,4.29,0,0,0,12.44,5,46.06
Brazil,1967,BRA,South America,South America,296025564,11026.53,17.63,5219068.03,57.14,5.33,11.98,285.27,48.31,11.3,23.29,563998.87,3656044.04,4.15,0,0,0,66.3,2,36.23
